Collocation,Score
small cities,36.4068286756293
vhr imagery,36.391669190838634
sustainability transitions,36.3893518113625
open data,36.37443495476573
minimum arc,36.27672215758206
posterior probability,36.27672215758206
vacuum waste,36.27672215758206
wanzhou county,36.27672215758206
extreme gradient,36.272609650683286
learning framework,36.2482691240438
tree traits,36.24335648332374
form indicators,36.23940472509415
land change,36.202923845629115
interest pois,36.19007287930629
domestic product,36.13858490106563
laser scanning,36.13858490106563
terrestrial laser,36.13858490106563
spatial pattern,36.12913132907811
two major,36.126205402767205
extracting buildings,36.11419608586496
vast amount,36.10002723859626
community life,36.093851073500964
transit ridership,36.08952568110248
ed shannon,36.05816540274652
weather stations,36.03273807333357
algorithmto discover,36.01820837518276
confusion matrix,36.01820837518276
publicly available,36.01035604597089
approach delivers,35.98373782694694
smart infrastructure,35.97588785568846
upscaling urban,35.96267136382289
urban identity,35.962671363822885
error rate,35.92944889137426
statistical methods,35.91164280858919
energy modeling,35.89707473494919
light ntl,35.87007185897844
recommender systems,35.80616641677765
exhibited significant,35.796169164189415
aa scenario,35.77541186743888
wind tunnel,35.77541186743888
green spaces,35.76838491728659
markov model,35.75416986324031
component analysis,35.7367560946694
two different,35.73216070557797
green sidewalks,35.67445262085336
overall classification,35.65643950444182
planning policies,35.62507387166345
paper introduces,35.61404526336305
quantitative relationship,35.57167610404923
results revealed,35.52138534421984
analysis mcda,35.519908060673714
civic queries,35.517012194329126
devise compact,35.517012194329126
ridership begins,35.517012194329126
conventional methods,35.49621269795112
lulc changes,35.48546905762156
high level,35.46104924655828
environmentally sustainable,35.44742885119721
public service,35.4402469840963
perceptual indicators,35.3748105503207
census tract,35.3300483821301
census tracts,35.3300483821301
project scraped,35.3300483821301
internal structure,35.319328471954975
cognitive computing,35.21809708241606
search engine,35.16065399773923
environmentally friendly,35.1501427869317
socially excluded,35.1501427869317
stakeholder engagement,35.1501427869317
tensor factorization,35.1501427869317
susceptibility maps,35.14235212266259
represent primarymobility,35.124694863968784
structural collapse,35.124694863968784
highly dependent,35.11176247125018
huge amount,35.04881886062994
design goal,35.03565779665599
signal processing,35.00876165109072
tree dt,35.00157740407272
takes place,35.0014419622648
interactive machine,34.98266928758444
k elm,34.97967829234393
negative correlation,34.961822607543716
industrial waterfronts,34.929379034421565
building footprint,34.90123208679267
training set,34.89863692908837
rf signature,34.8967913073719
semantic labelling,34.89619180994867
dubai environmental,34.89132458117124
tendency belonging,34.87327227742345
treatment plants,34.87327227742345
forest algorithm,34.84375956844912
past decades,34.818372102077134
predictive performance,34.77132890166709
taxi cab,34.74316449167068
classification methods,34.72592311443505
sustainable cities,34.72130588610872
multivariate linear,34.71828335726174
hierarchy process,34.704653633844245
ensemble model,34.66211247147256
land resources,34.635900189366275
interactive visual,34.63244293695108
conference proceeding,34.56524013109232
master plan,34.56524013109232
plan educ,34.56524013109232
vdvi bands,34.50635677183486
built environments,34.501616720015996
challenging due,34.46847499539568
wide variety,34.449846271005086
cadastral parcel,34.41256930021006
middle income,34.41256930021006
openstreetmap osm,34.41256930021006
rapidly identify,34.38223002836869
variable selection,34.328211074684546
highly accurate,34.27985355215163
urban governance,34.27129190634474
digital surface,34.27045183752281
building type,34.19037774903814
present study,34.18479491866498
simple logistic,34.17695518955791
pedestrian landscapes,34.155555932643466
rf model,34.153414883332175
potentially useful,34.124126457073686
raises questions,34.083355722666134
study suggests,34.08259972750255
widely acknowledged,34.07455651920407
air pollutant,34.071845578159774
previous research,34.05576115416761
multiple linear,34.05063899457579
socioeconomic characteristics,34.02369929885705
framework consists,34.02208955789227
cohesion index,34.00596638469784
index cohesion,34.00596638469784
index ndbi,34.00596638469784
analyzed using,33.98954027472716
sound recognition,33.98468234766004
nearby venues,33.96526502863725
urban designers,33.94756404591204
international society,33.93629745413782
surface temperatures,33.93264308540957
automaton ca,33.92352344733346
fully manifested,33.92352344733346
positive deviants,33.92352344733346
proceeding series,33.92352344733346
infrastructure system,33.851440219066234
intelligence augmentation,33.85094801161107
quickly check,33.79101196062521
multiple scales,33.78931167512598
diffracted signals,33.77798866504609
positioning performance,33.76856308055993
unstructured address,33.734452465618475
catchment scale,33.68702258796678
using satellite,33.66074282108981
mainly distributed,33.64123809705075
climate resilience,33.6036655052084
parking availability,33.560545140209335
spatial scales,33.55349455923523
cellular automaton,33.50190750116424
different approaches,33.49908062803649
extensive experiments,33.48240009964887
ca models,33.450162725143876
various applications,33.41443346458763
hyperspectral image,33.4031439499048
design alternatives,33.39525324662764
bus trajectory,33.39446367042029
pattern metrics,33.38299397420826
network bpnn,33.31769872102347
usable floor,33.253693425799106
trajectory logs,33.24366366131919
cape province,33.22770690895165
load predictions,33.20245075629752
systems gis,33.11776911925115
large volume,33.06470925941488
threshold effects,33.061703154527095
db db,33.05727314694488
returns back,33.05727314694488
spatiotemporal patterns,33.04702587504121
areal units,33.03120980067908
manually curated,33.03120980067908
permanent protection,33.03120980067908
using multiple,32.95965940188722
different regions,32.93859077008399
using convolutional,32.899519375460876
application scenarios,32.89222708828035
sensing scene,32.85452053433416
slum areas,32.85305241981441
cmtf model,32.84870174029544
dbn model,32.84870174029544
gravity model,32.84870174029544
les model,32.84870174029544
north america,32.780387272687754
instagram posts,32.78038727268775
discriminates nlos,32.77239480861416
floral resources,32.77239480861416
offer holds,32.73424806376018
question arises,32.73424806376018
edge density,32.70787332932869
supporting advanced,32.67769371842611
automated vacuum,32.66277146966241
street functionality,32.63391636128101
acquisition cycles,32.60616493664147
collusion appearance,32.60616493664147
electricity theft,32.60616493664147
terrorist actions,32.60616493664147
statistical analysis,32.57545245586803
spectral unmixing,32.556073177588
residential districts,32.55578387208196
dense heterogeneous,32.544806760814204
rf classifier,32.524828499194875
interface network,32.482614280601666
cultural heritage,32.45785228833605
imaging radiometer,32.45785228833605
membership function,32.45214785011822
localization decisions,32.444502350134464
key issues,32.42443988335357
spatiotemporal behavioral,32.36708094370945
barrier designs,32.357401590982015
cooperative conceptualization,32.357401590982015
nearest neighbor,32.357401590982015
sidewalk segments,32.357401590982015
svr mlp,32.357401590982015
geographic contextual,32.3552356349416
tree brt,32.34850954217392
visual representation,32.340508239998684
body mass,32.31973039453396
freeway corridors,32.31973039453396
product gdp,32.31973039453396
cover map,32.289219306859756
benchmark datasets,32.27168355714629
contextually relevant,32.252064433339775
geospatial colocation,32.252064433339775
integrating geovisual,32.252064433339775
climate solutions,32.20010896769266
social economic,32.17716044307413
edge computing,32.13118981071203
patch index,32.11219183845769
dengue disease,32.068861769213086
strongly correlated,32.068861769213086
community deprivation,32.052390352827594
knn svr,31.975028200569955
police patrol,31.975028200569955
small polish,31.96954191034541
building coverage,31.958399272417687
term min,31.956572734414937
double difference,31.956572734414934
street quality,31.93913206517726
spatiotemporal variation,31.93739398541
signal control,31.92767461857749
best predictor,31.909197577269502
nonlinear effects,31.909197577269502
relatively low,31.887893775930323
phone users,31.88596985001014
theme analyzing,31.879635347838047
took place,31.879635347838047
park cooling,31.818527499168354
consumption data,31.79827822352582
learning technique,31.754287116313947
existing approaches,31.74935749991203
airborne sar,31.727916865280967
landslides susceptibility,31.727916865280967
optical data,31.704548147943278
sensed data,31.704548147943278
paper investigates,31.698438188968854
external interventions,31.698203789563692
greenway suitability,31.698203789563692
opportunistic crimes,31.698203789563692
progressively expanded,31.698203789563692
eastern parts,31.626129378460412
euclidean distance,31.62144138593191
settling efficiency,31.62144138593191
motion tracking,31.59557098356471
suhi formation,31.59557098356471
