Collocation By PMI,Score By PMI,Document By PMI,Collocation By Chi_square,Score By Chi_square,Document By Chi_square,Collocation By Likelihood_ratio,Score By Likelihood_ratio,Document By Likelihood_ratio
northeastern portugal,15.99140005153885,1,foreign tourists,65145.99999616246,1,view imagery,79.94303965576873,4
numerically quantifiable,15.99140005153885,1,formal tectology,65145.99999616246,1,landsat satellite,79.76913226708479,7
occlusion illumination,15.99140005153885,1,freiburg stuttgart,65145.99999616246,1,image analysis,79.72529634795006,13
oriental philippines,15.99140005153885,1,fresh fruit,65145.99999616246,1,impervious surfaces,79.20013351238188,3
pafrac interspersion,15.99140005153885,1,gable dormers,65145.99999616246,1,dengue incidence,78.76454224680808,1
pancreatic cancer,15.99140005153885,1,garden beds,65145.99999616246,1,ai technologies,78.67036574717352,6
panels preface,15.99140005153885,1,gauge flowrate,65145.99999616246,1,mode recognition,78.65155589722144,1
party wall,15.99140005153885,1,generalizes excellently,65145.99999616246,1,clustering algorithm,78.54825153103955,10
paul cureton,15.99140005153885,1,geocontextual multitask,65145.99999616246,1,human perception,78.42100929586633,9
paved illuminated,15.99140005153885,1,geospatially colocated,65145.99999616246,1,road networks,78.35837813858825,7
peculiar spacescape,15.99140005153885,1,grand larcenies,65145.99999616246,1,environmental monitoring,78.12213603931876,9
pedro cholula,15.99140005153885,1,grand lyon,65145.99999616246,1,greenhouse gas,77.66961728537477,3
perfectly overlapping,15.99140005153885,1,granular amenity,65145.99999616246,1,los angeles,77.66961728537477,3
permeable pavements,15.99140005153885,1,haicang xinyang,65145.99999616246,1,markov chain,77.42813219058662,5
ph supernatant,15.99140005153885,1,harming exposures,65145.99999616246,1,media data,77.3859154409383,9
phosphate tp,15.99140005153885,1,harris corner,65145.99999616246,1,river delta,77.13198444390261,4
pi rho,15.99140005153885,1,hcr stop,65145.99999616246,1,public transit,76.90973640628165,6
plane spanned,15.99140005153885,1,heart sounds,65145.99999616246,1,gsv images,76.88294925417944,2
planet spire,15.99140005153885,1,helping responders,65145.99999616246,1,mosquito occurrence,76.6488853668092,1
pm nitrogen,15.99140005153885,1,hill naples,65145.99999616246,1,nlos signal,76.53262308699522,4
pollutants seasonality,15.99140005153885,1,hsv hue,65145.99999616246,1,traffic control,76.30190337307374,5
porto portugal,15.99140005153885,1,imperial college,65145.99999616246,1,urban fabric,76.04894655726531,6
powerpoint presentation,15.99140005153885,1,improvised explosive,65145.99999616246,1,error rmse,76.02074131181983,6
preventing illegal,15.99140005153885,1,inadequately understood,65145.99999616246,1,support systems,75.82890968298831,8
proposition copying,15.99140005153885,1,incoming detections,65145.99999616246,1,gnss positioning,75.61388725317816,3
puebla mexico,15.99140005153885,1,indian pines,65145.99999616246,1,paper aims,75.32969764117725,10
pumps valves,15.99140005153885,1,inspire sympathy,65145.99999616246,1,weather conditions,75.24220556820237,6
ransac plane,15.99140005153885,1,inspire younger,65145.99999616246,1,truck drivers,75.2316648270606,1
recursively subdivide,15.99140005153885,1,intensified spurring,65145.99999616246,1,color icons,75.08156461257101,1
reflexive sociotechnical,15.99140005153885,1,intergovernmental panel,65145.99999616246,1,attribution license,75.03553290438454,4
repeating dynamical,15.99140005153885,1,interrelated negating,65145.99999616246,1,opportunistic criminals,75.03553290438454,1
reproduces biases,15.99140005153885,1,iop publishing,65145.99999616246,1,residential areas,74.79288547640996,7
reynolds stresses,15.99140005153885,1,japanese cedar,65145.99999616246,1,traffic management,74.67456411208974,12
roman corinthian,15.99140005153885,1,jerk acceleration,65145.99999616246,1,aerial vehicles,74.56201692256667,6
routinely inspire,15.99140005153885,1,kidnapping smuggling,65145.99999616246,1,access article,74.47145447908035,6
sales banking,15.99140005153885,1,kigali rwanda,65145.99999616246,1,genetic algorithms,74.39895317184215,4
santiago chile,15.99140005153885,2,lakes canals,65145.99999616246,1,pearl river,74.37830214517268,4
sea breeze,15.99140005153885,1,libsvm libraries,65145.99999616246,1,mobility data,74.21541562518519,11
sea shipping,15.99140005153885,1,lively beautiful,65145.99999616246,1,system gis,73.43333453175342,10
semi aggressive,15.99140005153885,1,lugmayr white,65145.99999616246,1,ca model,73.29535110917907,6
sexual misconduct,15.99140005153885,1,makkah saudi,65145.99999616246,1,intelligent transportation,73.230733983638,9
shinyei aerosol,15.99140005153885,1,manila philippines,65145.99999616246,1,building energy,73.00001983869356,5
shooter fps,15.99140005153885,1,marine electronics,65145.99999616246,1,public health,72.87247083269384,7
silos hundreds,15.99140005153885,1,meaningless exercise,65145.99999616246,1,learning model,72.79786807385263,53
simplifying assumption,15.99140005153885,1,mechanics worked,65145.99999616246,1,francis group,72.57963511060763,4
slight underestimations,15.99140005153885,1,messogia plain,65145.99999616246,1,performance criteria,72.53617701853949,3
smooth inaccuracies,15.99140005153885,1,mhz frequencies,65145.99999616246,1,social sciences,72.37158266300689,5
smuggling sexual,15.99140005153885,1,minority oversampling,65145.99999616246,1,transportation systems,72.24256954451693,10
solids ts,15.99140005153885,1,misconduct weapons,65145.99999616246,1,use change,72.10918238010609,11
soria spain,15.99140005153885,1,mochou lake,65145.99999616246,1,susceptibility mapping,71.98456266033827,6
staked sae,15.99140005153885,1,molusce qgis,65145.99999616246,1,load forecasting,71.977406857788,3
standalone mlpnn,15.99140005153885,1,moment depiction,65145.99999616246,1,mathematical programming,71.96086275957245,1
stop job,15.99140005153885,1,negev israel,65145.99999616246,1,urban morphology,71.92667535210794,7
sudden smoke,15.99140005153885,1,nocturnal warming,65145.99999616246,1,explanatory variables,71.78981116665958,4
supplies cargo,15.99140005153885,1,northeastern portugal,65145.99999616246,1,regression models,71.68267043816,10
sustaining jordan,15.99140005153885,1,numerically quantifiable,65145.99999616246,1,service requests,71.68212176614361,2
tables peripherals,15.99140005153885,1,occlusion illumination,65145.99999616246,1,pedestrian activity,71.3416532067531,2
taliban regime,15.99140005153885,1,oriental philippines,65145.99999616246,1,absolute percentage,71.29716384710208,5
tarai populous,15.99140005153885,1,pafrac interspersion,65145.99999616246,1,lidar point,70.99572818572837,4
television cctv,15.99140005153885,1,pancreatic cancer,65145.99999616246,1,policy making,70.98244135569682,6
theta pi,15.99140005153885,1,panels preface,65145.99999616246,1,public space,70.81821842779713,12
thin globalization,15.99140005153885,1,party wall,65145.99999616246,1,relative influence,70.70925698679346,4
tighter bounds,15.99140005153885,1,paul cureton,65145.99999616246,1,shannon diversity,70.67951682804662,4
toll plaza,15.99140005153885,1,paved illuminated,65145.99999616246,1,interest poi,70.5999768305515,9
tooling cardboard,15.99140005153885,1,peculiar spacescape,65145.99999616246,1,short term,70.5379498803242,3
tracts cts,15.99140005153885,1,pedro cholula,65145.99999616246,1,cfd simulation,70.5186514313327,4
trip counts,15.99140005153885,1,perfectly overlapping,65145.99999616246,1,particle swarm,70.47896648163986,2
trust acceptance,15.99140005153885,1,permeable pavements,65145.99999616246,1,pluvial flooding,70.47896648163986,2
trust fund,15.99140005153885,1,ph supernatant,65145.99999616246,1,feature vectors,70.44354852161518,5
tuples tcenter,15.99140005153885,1,phosphate tp,65145.99999616246,1,gps trajectory,70.08396988089075,3
ue battery,15.99140005153885,1,pi rho,65145.99999616246,1,de janeiro,70.0735034293074,1
underground cables,15.99140005153885,1,plane spanned,65145.99999616246,1,depok baru,70.0735034293074,1
unexpected geohazards,15.99140005153885,1,planet spire,65145.99999616246,1,gross domestic,70.0735034293074,2
unnecessarily slowing,15.99140005153885,1,pm nitrogen,65145.99999616246,1,hong kong,70.0735034293074,3
villages uvs,15.99140005153885,1,pollutants seasonality,65145.99999616246,1,las vegas,70.0735034293074,1
vote pmv,15.99140005153885,1,porto portugal,65145.99999616246,1,mob recursive,70.0735034293074,1
weapons smuggling,15.99140005153885,1,powerpoint presentation,65145.99999616246,1,monte carlo,70.0735034293074,3
wear compensation,15.99140005153885,1,preventing illegal,65145.99999616246,1,montevideo uruguay,70.0735034293074,1
wet bulb,15.99140005153885,1,proposition copying,65145.99999616246,1,rio de,70.0735034293074,1
xkool empowered,15.99140005153885,1,puebla mexico,65145.99999616246,1,building block,69.96191289340152,4
yearly counts,15.99140005153885,1,ransac plane,65145.99999616246,1,different types,69.72541454322665,10
young adults,15.99140005153885,2,recursively subdivide,65145.99999616246,1,error mae,69.46999614309811,5
abovementioned bp,15.406437550817694,1,reflexive sociotechnical,65145.99999616246,1,retail store,69.07129649445723,1
acquiring ikasl,15.406437550817694,1,repeating dynamical,65145.99999616246,1,tender procedures,69.07129649445723,1
aerospace discipline,15.406437550817694,1,reproduces biases,65145.99999616246,1,metropolitan area,68.98721784018764,13
afghanistan migrated,15.406437550817694,1,reynolds stresses,65145.99999616246,1,resource management,68.61616808881692,6
al wang,15.406437550817694,1,routinely inspire,65145.99999616246,1,ground truth,68.47774868302614,3
amorphous corridor,15.406437550817694,2,sales banking,65145.99999616246,1,card data,68.26604786154385,4
associate actually,15.406437550817694,1,sea breeze,65145.99999616246,1,data weighting,68.26604786154385,1
automate repetitive,15.406437550817694,1,sea shipping,65145.99999616246,1,high accuracy,68.12562306978273,12
autopsychic cruising,15.406437550817694,1,semi aggressive,65145.99999616246,1,rapidly urbanizing,67.86083861871356,3
bagged cart,15.406437550817694,1,sexual misconduct,65145.99999616246,1,object based,67.57319675990051,7
bars restaurants,15.406437550817694,1,shinyei aerosol,65145.99999616246,1,transition rules,67.56836364220106,4
bikes anywhere,15.406437550817694,1,shooter fps,65145.99999616246,1,human movement,67.52283999864727,6
bikes flourish,15.406437550817694,1,silos hundreds,65145.99999616246,1,chongqing china,67.09899730357674,3
bulk harvested,15.406437550817694,1,simplifying assumption,65145.99999616246,1,widely applied,66.82142497365969,7
carlo mcmc,15.406437550817694,1,slight underestimations,65145.99999616246,1,temporally varying,66.56923637538682,1
clearly profits,15.406437550817694,1,smooth inaccuracies,65145.99999616246,1,index ai,66.5487473544492,9
commerce patriarchal,15.406437550817694,1,smuggling sexual,65145.99999616246,1,traffic volume,66.52535274537185,3
conducts searches,15.406437550817694,1,solids ts,65145.99999616246,1,route planning,66.42325477853157,4
constructive preference,15.406437550817694,1,soria spain,65145.99999616246,1,urgent need,66.19332332900316,6
creativity humanlike,15.406437550817694,1,standalone mlpnn,65145.99999616246,1,control system,66.1461697648924,9
crossover innovations,15.406437550817694,1,stop job,65145.99999616246,1,hierarchical clustering,66.12878968540495,6
dark roofs,15.406437550817694,1,sudden smoke,65145.99999616246,1,heat exposure,66.05499568734005,2
densely configured,15.406437550817694,1,supplies cargo,65145.99999616246,1,learning method,65.92305989576374,50
detector lsd,15.406437550817694,1,sustaining jordan,65145.99999616246,1,learning approaches,65.7637086764111,11
detector ssd,15.406437550817694,1,tables peripherals,65145.99999616246,1,residential land,65.75733517590888,6
devastating floods,15.406437550817694,1,taliban regime,65145.99999616246,1,black box,65.57482227235691,3
differential equations,15.406437550817694,1,tarai populous,65145.99999616246,1,fecal sludge,65.57482227235691,1
discovers logical,15.406437550817694,1,television cctv,65145.99999616246,1,trunk circumference,65.57482227235691,1
dtnb lazy,15.406437550817694,1,theta pi,65145.99999616246,1,upper awash,65.57482227235691,1
eleven predisposing,15.406437550817694,1,tighter bounds,65145.99999616246,1,fine particulate,65.49732440976061,4
escherichia coli,15.406437550817694,1,toll plaza,65145.99999616246,1,wind speed,65.39438901359908,5
esigning aiss,15.406437550817694,1,tooling cardboard,65145.99999616246,1,dust storms,65.30476944077135,1
evolve diversified,15.406437550817694,1,tracts cts,65145.99999616246,1,fuzzy logic,65.26397294462407,3
exceeding billion,15.406437550817694,1,trip counts,65145.99999616246,1,nighttime light,65.24234961381282,5
executing sequences,15.406437550817694,1,trust acceptance,65145.99999616246,1,large amount,65.22112420450694,9
export plsr,15.406437550817694,1,trust fund,65145.99999616246,1,two decades,64.89965487839771,7
farming commerce,15.406437550817694,1,tuples tcenter,65145.99999616246,1,central tendency,64.87242023643117,1
fifth star,15.406437550817694,1,ue battery,65145.99999616246,1,cooling efficiency,64.52723939006901,1
flagships acquire,15.406437550817694,1,underground cables,65145.99999616246,1,comparative analysis,64.38300558080314,5
funding initiative,15.406437550817694,1,unexpected geohazards,65145.99999616246,1,regression trees,64.22816794592802,4
fuse pixelwise,15.406437550817694,1,unnecessarily slowing,65145.99999616246,1,sar images,64.04535141942658,3
gabor filters,15.406437550817694,1,villages uvs,65145.99999616246,1,urban space,63.97176751033661,27
gaussian plume,15.406437550817694,1,vote pmv,65145.99999616246,1,percentage error,63.75688756238277,6
gentle slopes,15.406437550817694,1,weapons smuggling,65145.99999616246,1,emergency response,63.735571249336246,4
geodata specifics,15.406437550817694,1,wear compensation,65145.99999616246,1,scene classification,63.551702214374515,5
geotagged weibo,15.406437550817694,1,wet bulb,65145.99999616246,1,infrared images,63.43574413189199,2
glcm histogram,15.406437550817694,1,xkool empowered,65145.99999616246,1,factors affecting,63.27424595079261,6
highways resurfacing,15.406437550817694,1,yearly counts,65145.99999616246,1,great importance,63.26124745383744,6
