uni_gram,uni_gram_freq,uni_gram_docIDs,bi_gram,bi_gram_freq,bi_gram_docIDs,tri_gram,tri_gram_freq,tri_gram_docIDs
nature,27,25,cover classes,7,5,learning methods using,2,2
estimation,36,25,proposed methodology,5,5,remote sensing techniques,2,2
objective,32,25,predictive models,6,5,limited training data,2,2
allows,29,25,census data,5,5,networks machine learning,2,2
aerial,51,25,approach using,6,5,neural networks machine,2,2
flow,50,25,increased availability,5,5,provide important information,2,2
conventional,29,25,provides new,5,5,spatial information contained,2,2
widely,27,25,previous work,5,5,remote sensing isprs,2,2
predictions,36,25,urban policies,6,5,road centerline extraction,3,2
last,28,25,land management,8,5,planning decision support,2,2
suitable,29,25,use machine,5,5,social sensing data,2,2
crucial,26,25,models using,5,5,use categories euluc,3,2
science,48,25,building coverage,5,5,root mean squared,3,2
decades,25,25,coverage ratio,5,5,accuracy mean absolute,2,2
highest,27,25,land planning,6,5,accuracy oa mean,2,2
functions,33,25,within urban,5,5,cover mapping using,2,2
collection,29,25,new data,8,5,decision table dtnb,2,2
forecasting,51,25,different land,6,5,environmental monitoring mapping,2,2
insights,29,25,sensing image,8,5,exemplars nn ge,2,2
implementation,26,25,ensemble learning,6,5,forest decision table,2,2
reduce,32,25,analysis based,5,5,generalized exemplars nn,2,2
rf,59,25,conventional methods,5,5,image classification based,2,2
fully,28,25,travel times,6,5,including random forest,2,2
implemented,25,25,article distributed,5,5,learning techniques including,2,2
sets,38,24,city based,5,5,monitoring environmental changes,2,2
particularly,25,24,commons attribution,5,5,multilayer perceptron generalized,2,2
single,28,24,creative commons,5,5,oa mean absolute,2,2
still,29,24,high spatial,5,5,perceptron generalized exemplars,2,2
determine,25,24,collected data,5,5,squared error rmse,2,2
practical,24,24,accuracy oa,5,5,natural ventilation potential,2,2
relationships,43,24,spatial planning,5,5,natural ventilation requirements,2,2
countries,39,24,various machine,5,5,lbs positioning data,2,2
contain,24,24,urban management,5,5,service lbs positioning,2,2
international,34,24,resource allocation,5,5,effective urban planning,2,2
consumption,68,24,absolute percentage,5,5,travel mode detection,3,2
attributes,41,24,effective urban,6,5,deep reinforcement learning,4,2
researchers,26,24,percentage error,5,5,mobile crowdsensing mcs,2,2
green,46,24,simulation results,5,5,proposed algorithm achieves,2,2
elements,29,24,urban built,5,5,modified normalized difference,2,2
users,33,24,wind speed,5,5,systematic literature review,4,2
geospatial,42,24,existing approaches,5,5,frequency ratio fr,2,2
papers,26,24,prediction results,6,5,model land use,2,2
forms,38,24,social network,6,5,proposes novel methodology,2,2
needs,24,24,model showed,5,5,space syntax theory,2,2
learn,26,23,china urban,5,5,airborne light detection,2,2
landsat,35,23,shenzhen city,6,5,climate change mitigation,4,2
emerging,23,23,systematic review,5,5,machine learning studies,2,2
variety,23,23,urban transportation,6,5,optimize urban planning,2,2
produced,26,23,planning practice,8,5,landsat satellite imagery,2,2
perspective,24,23,traffic control,11,5,predict urban expansion,2,2
advances,25,23,urgent need,5,5,using artificial neural,2,2
take,24,23,design strategies,8,5,data sources including,2,2
employed,23,23,based image,6,5,new data sources,3,2
fields,26,23,advanced machine,7,5,lr support vector,2,2
errors,31,23,paper addresses,5,5,machine svm random,2,2
geographical,35,23,two major,5,5,rapidly developing areas,2,2
us,27,23,statistical methods,6,5,regression lr support,2,2
recognition,45,23,positioning accuracy,13,5,spatial heterogeneity among,2,2
advantages,25,23,ml models,7,5,point cloud classification,2,2
domain,27,23,model using,5,5,decades extensive research,2,2
scientific,23,23,comparative analysis,8,5,factors solar radiation,2,2
source,26,23,public policy,5,5,generative design approach,2,2
factor,27,23,urban features,7,5,past two decades,2,2
platform,31,23,social sciences,6,5,sky view factors,2,2
build,26,23,allows us,5,5,two decades extensive,2,2
interaction,24,23,could provide,5,5,urban design approach,2,2
detect,27,23,smart urban,8,5,urban environment urban,2,2
daily,40,22,input variables,7,5,urban form scenarios,2,2
earth,32,22,human behavior,6,5,view factors solar,2,2
response,26,22,spatial analysis,5,5,image analysis geobia,2,2
long,26,22,computer science,6,5,play crucial role,2,2
step,24,22,collect data,5,5,using statistical methods,2,2
appropriate,24,22,data available,5,5,nlos multipath detection,4,2
temperature,76,22,urban environmental,5,5,classification experiments using,2,2
weather,26,22,training set,5,5,correlation data acquired,2,2
topic,31,22,work shows,5,5,detect nlos signals,2,2
visualization,35,22,proposed system,5,5,direct signal hence,2,2
whether,23,22,allocation lda,5,5,discriminates nlos multipath,2,2
driving,43,22,built environments,5,5,experiments using signal,2,2
transport,37,22,numerous applications,5,5,first reflected signal,2,2
disaster,25,22,human movement,8,5,global navigation satellite,2,2
introduce,27,22,transportation planning,5,5,gnss positioning gnss,2,2
metropolitan,26,22,image features,9,5,gnss signal correlators,2,2
similar,27,22,urban population,5,5,improve positioning accuracy,2,2
expected,23,22,detection using,5,5,key idea behind,2,2
safety,50,22,key role,6,5,low power compared,2,2
ground,27,21,research results,5,5,multipath detection technique,2,2
end,21,21,data visualization,5,5,multiple gnss signal,2,2
boosting,27,21,learning process,4,4,navigation satellite system,2,2
analytical,26,21,boosted decision,6,4,nlos classification experiments,2,2
demonstrated,23,21,powerful tool,4,4,nlos multipath errors,2,2
less,22,21,various urban,4,4,nlos multipath signals,3,2
evolution,25,21,index lpi,4,4,nlos signal correlation,2,2
rules,25,21,index shdi,4,4,novel nlos multipath,2,2
made,22,21,landscape patterns,14,4,positioning gnss satellites,2,2
series,28,21,many studies,4,4,satellite system gnss,2,2
wide,23,21,readily available,4,4,signal correlation data,2,2
considering,22,21,shannon diversity,4,4,software gnss receiver,2,2
compare,22,21,spatial configuration,4,4,system gnss positioning,2,2
modern,25,21,conditioning factors,9,4,using signal correlation,2,2
speed,25,21,characteristic curve,4,4,bayes support vector,2,2
special,24,21,comparative study,4,4,framework input excerpts,2,2
require,22,21,important factors,5,4,game land science,2,2
neighborhood,38,21,building stock,7,4,input excerpts must,2,2
outperforms,22,21,consumption data,9,4,method using machine,2,2
becoming,21,21,floor area,5,4,possible personality classes,2,2
discuss,23,21,level using,4,4,six possible personality,2,2
resulting,23,21,model performs,4,4,play vital role,2,2
original,21,21,performs best,4,4,provide valuable information,2,2
reference,23,21,residential buildings,6,4,urban planning strategies,2,2
generation,25,21,automata ca,4,4,local land use,2,2
reliable,24,21,pearl river,4,4,classic machine learning,2,2
roads,29,21,river delta,5,4,collect vast amounts,2,2
survey,29,21,transition rules,5,4,data science techniques,2,2
third,21,21,effective method,4,4,environments machine learning,2,2
search,28,21,spatial characteristics,4,4,location based social,2,2
robust,26,21,human perceptions,5,4,landslide susceptibility models,2,2
needed,23,21,visual features,7,4,provides unprecedented opportunities,2,2
stage,26,21,genetic algorithms,7,4,two different cities,2,2
massive,25,21,supervised learning,5,4,could provide valuable,2,2
google,30,20,application scenarios,4,4,study developed machine,2,2
validation,24,20,deeper understanding,4,4,support urban planning,2,2
makers,20,20,social life,4,4,fuzzy inference system,2,2
much,25,20,image recognition,4,4,inference system anfis,2,2
national,26,20,novel method,4,4,urban planning practice,2,2
assessed,20,20,vegetation cover,4,4,gradient boosting xgboost,2,2
general,22,20,machine method,4,4,historical land use,2,2
cellular,31,20,modern cities,4,4,computer vision technology,2,2
shape,26,20,view imagery,9,4,open urban areas,2,2
means,23,20,current approaches,4,4,thermal comfort prediction,2,2
observed,22,20,level urban,4,4,urban planning data,3,2
online,30,20,method allows,4,4,powerful machine learning,2,2
experience,25,20,environmental impacts,5,4,classifiers namely logistic,2,2
issue,20,20,highly accurate,4,4,gradient boosted decision,2,2
residents,32,20,city scale,5,4,namely logistic regression,2,2
volume,32,20,estimation using,4,4,roc curve auc,2,2
forests,30,20,gps trajectories,5,4,tree dt random,2,2
class,27,20,use classes,5,4,using multiple classifiers,2,2
investigation,21,20,building area,7,4,planning machine learning,2,2
events,35,20,type classification,7,4,urban planning machine,2,2
revealed,21,20,three types,4,4,land cover features,2,2
ann,32,20,classification approach,5,4,gps trajectory data,5,2
adopted,22,20,learning architecture,4,4,decision tree method,2,2
movement,37,20,lulc mapping,4,4,urban design problem,4,2
defined,24,20,method outperforms,4,4,algorithm explore design,2,2
explored,20,20,modern urban,4,4,defined measure corresponds,2,2
plan,24,20,sar data,8,4,design space using,2,2
comparing,22,20,urban mapping,6,4,explore design space,2,2
enable,20,20,using remotely,4,4,human design process,2,2
practice,28,20,area however,4,4,interactive design loop,2,2
early,23,19,study period,5,4,randomized fitness measure,2,2
regarding,22,19,main objective,4,4,space using clustering,2,2
diversity,21,19,urban center,4,4,subjective expected utility,2,2
greater,25,19,improve urban,4,4,user makes proposal,2,2
comparative,24,19,framework consists,4,4,using clustering techniques,2,2
numerous,20,19,great significance,4,4,work presents concept,2,2
interpretation,27,19,image interpretation,6,4,using random forest,2,2
diverse,20,19,method achieved,4,4,apparently amorphous corridor,2,2
past,20,19,planning practices,6,4,bari daily using,2,2
yet,19,19,street networks,4,4,conditions situations elements,2,2
hierarchical,21,19,urban air,5,4,daily using long,2,2
trajectory,33,19,data urban,4,4,dimensions subsequently aiming,2,2
socioeconomic,35,19,difference vegetation,4,4,dynamic complexity seem,2,2
lidar,48,19,urban issues,4,4,exploring low level,2,2
plays,19,19,modeling framework,5,4,graph conditions situations,2,2
remotely,19,19,neighborhood effects,5,4,high level memories,2,2
sensed,20,19,urbanization processes,4,4,level movement orientation,2,2
contribution,29,19,modeling using,4,4,low level movement,2,2
selection,27,19,functional regions,6,4,present study aims,2,2
basic,20,19,social sensing,4,4,questionnaire survey exploring,2,2
focuses,20,19,traffic forecasting,4,4,situations elements behaviours,2,2
domains,19,19,key issues,4,4,spatial agents control,2,2
zones,31,19,environmental planning,5,4,structured simple space,2,2
simulated,24,19,intelligence techniques,4,4,survey exploring low,2,2
heat,50,19,block level,10,4,therefore question arises,2,2
solve,21,19,paper focuses,4,4,typical spatial behaviour,2,2
subjective,28,19,good results,4,4,using geographic information,2,2
designing,19,19,raw data,4,4,computer vision cv,2,2
example,19,19,techniques including,4,4,language processing nlp,2,2
devices,23,19,cooling effect,9,4,urban planning decisions,2,2
living,24,19,fine particulate,4,4,pearson correlation coefficient,2,2
experiment,22,19,daily lives,4,4,learning methods based,2,2
precision,25,19,spatial distributions,4,4,urban environmental problem,2,2
times,22,19,public service,5,4,existing machine learning,2,2
security,21,19,support urban,4,4,fuzzy expert system,2,2
groups,27,19,different spatial,4,4,decision making process,2,2
commercial,32,19,statistical model,4,4,neighbors naïve bayes,2,2
machines,25,18,uhi effect,4,4,train machine learning,2,2
procedure,19,18,early warning,5,4,environments using machine,2,2
contribute,19,18,iot data,5,4,machine learning tool,2,2
iot,45,18,expert systems,12,4,spatial pyramid matching,3,2
account,19,18,multiple linear,4,4,sustainable smart cities,3,2
examined,18,18,spatial structure,5,4,deep learning algorithm,2,2
absolute,23,18,convolution neural,5,4,deep learning concepts,2,2
larger,19,18,results reveal,4,4,remote sensing technology,2,2
york,18,18,public transport,5,4,techniques case study,2,2
trend,23,18,urban climate,8,4,accelerated land use,2,2
analyses,21,18,computational methods,4,4,major land cover,2,2
inform,23,18,current situation,4,4,urban road networks,2,2
accurately,20,18,study found,4,4,long memory lstm,2,2
capacity,19,18,like urban,4,4,mean absolute errors,2,2
ways,20,18,performance evaluation,4,4,using big data,2,2
measurements,25,18,vehicle navigation,4,4,data remote sensing,2,2
valuable,19,18,prediction models,5,4,imaging radiometer suite,2,2
estimate,21,18,lidar point,7,4,infrared imaging radiometer,2,2
standard,23,18,different feature,4,4,urban planning public,2,2
quantify,20,18,local urban,7,4,airborne laser scanning,2,2
