doc_id,title,score,similar_cluster_no,similar_doc_id,similar_title
,,0.61,9,334,A generic paradigm for mining human mobility patterns based on the GPS trajectory data using complex network analysis
,,0.61,9,40,Analyzing large-scale human mobility data: a survey of machine learning methods and applications
,,0.60,-1,85,Identification of low-carbon travel block based on GIS hotspot analysis using spatial distribution learning algorithm
,,0.60,2,158,Trajectory clustering of road traffic in urban environments using incremental machine learning in combination with hyperdimensional computing
,,0.59,2,461,Optimal logistics transportation and route planning based on fpga processor real-time system and machine learning
,,0.59,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.59,9,118,Automated urban travel interpretation: A bottom-up approach for trajectory segmentation
,,0.58,9,203,Automatic identification of the social functions of areas of interest (AOIS) using the standard hour-day-spectrum approach
,,0.58,9,260,Integrating geovisual analytics with machine learning for human mobility pattern discovery
,,0.58,7,597,The design of urban geographical information system for transportation
,,0.57,9,397,Data mining tourism patterns
,,0.57,-1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.57,2,335,Research on the big data of traditional taxi and online car-hailing: A systematic review
,,0.57,9,193,Characterization of behavioral patterns exploiting description of geographical areas
,,0.57,2,108,Strategway: Web solutions for building public transportation routes using big geodata analysis
,,0.57,9,550,Latent Flow Patterns Discovery by Dockless Bike Trajectory Data for Demand Analysis
,,0.56,1,280,Improving GPS Code Phase Positioning Accuracy in Urban Environments Using Machine Learning
,,0.56,9,442,Interpretation of contextual influences with explanatory tools: Travel mode likelihood mapping using GPS trajectories
263,"Mapping poverty and slums using multiple methodologies in Accra, Ghana",0.8000,-1,438,Identifying urban poverty using high-resolution satellite imagery and machine learning approaches: Implications for housing inequality
,,0.72,4,223,Using GIS and machine learning to classify residential status of urban buildings in low and middle income settings
,,0.71,4,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.71,4,110,Deprivation pockets through the lens of convolutional neural networks
,,0.67,4,224,Assessing urban growth in Ghana using machine learning and intensity analysis: A case study of the New Juaben Municipality
,,0.66,5,221,"Urban Water Demand Modeling Using Machine Learning Techniques: Case Study of Fortaleza, Brazil"
,,0.65,5,222,Estimating quality of life dimensions from urban spatial pattern metrics
,,0.64,5,432,Sustainable development scale of housing estates: An economic assessment using machine learning approach
,,0.63,8,344,Opportunities and challenges of geospatial analysis for promoting urban livability in the era of big data and machine learning
,,0.63,4,347,Analysing urban development patterns in a conflict zone: A case study of kabul
,,0.62,4,324,Mapping essential urban land use categories with open big data: Results for five metropolitan areas in the United States of America
,,0.62,5,462,A glimpse into the future of exposure and vulnerabilities in cities? Modelling of residential location choice of urban population with random forest
,,0.62,4,300,Spatiotemporal dynamics of urbanization and cropland in the Nile Delta of Egypt using machine learning and satellite big data: implications for sustainable development
,,0.62,9,491,Predicting and mapping neighborhood-scale health outcomes: A machine learning approach
,,0.62,9,107,Structure of 311 service requests as a signature of urban location
,,0.61,4,176,"Landscape Transformations in Rapidly Developing Peri-urban Areas of Accra, Ghana: Results of 30 years"
,,0.61,4,488,Estimating Socio-Economic Parameters via Machine Learning Methods Using Luojia1-01 Nighttime Light Remotely Sensed Images at Multiple Scales of China in 2018
,,0.61,5,201,"High-resolution spatiotemporal measurement of air and environmental noise pollution in Sub-Saharan African cities: Pathways to Equitable Health Cities Study protocol for Accra, Ghana"
,,0.61,5,329,Modeling fine-scale residential land price distribution: An experimental study using open data and machine learning
,,0.61,7,466,Visual Analytics of Urban Informality and Infrastructure Planning with Tableau for Sustainable Urban Design Research Strategies in Lagos Metropolis
,,0.61,4,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.61,5,474,Analysis of built-up areas of small polish cities with the use of deep learning and geographically weighted regression
,,0.61,4,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.61,6,390,Holistic visual data representation for built environment assessment
,,0.60,9,341,Applying machine learning and geolocation techniques to social media data (Twitter) to develop a resource for urban planning
,,0.60,5,202,Spatiotemporal modeling of urban growth using machine learning
,,0.60,6,557,The Social Life of Small Urban Spaces 2.0: Three Experiments in Computational Urban Studies
,,0.59,-1,472,"Mapping essential urban land use categories (EULUC) using geospatial big data: Progress, challenges, and opportunities"
,,0.59,-1,463,Machine Learning Predictors for Sustainable Urban Planning
,,0.59,4,139,Patterns of historical and future urban expansion in Nepal
400,A comparison among various classification algorithms for travel mode detection using sensors' data collected by smartphones,0.8000,-1,189,Detecting Transportation Modes Based on LightGBM Classifier from GPS Trajectory Data
,,0.74,-1,207,A fuzzy logic based transport mode detection framework in urban environment
,,0.66,2,388,Data mining techniques for smart mobility—a survey
,,0.66,2,161,Toward Transportation Mode Recognition Using Deep Convolutional and Long Short-Term Memory Recurrent Neural Networks
,,0.64,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.64,-1,174,"Comparison of approaches for urban functional zones classification based on multi-source geospatial data: A case study in Yuzhong District, Chongqing, China"
,,0.64,2,133,A comparison of machine learning methods for the prediction of traffic speed in Urban places
,,0.61,-1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.61,9,193,Characterization of behavioral patterns exploiting description of geographical areas
,,0.61,1,80,"Intelligent GPS L1 LOS/multipath/NLOS classifiers based on correlator-, RINEX- and NMEA-level measurements"
,,0.60,2,225,Dynamic spatial-temporal feature optimization with ERI big data for Short-term traffic flow prediction
,,0.60,-1,85,Identification of low-carbon travel block based on GIS hotspot analysis using spatial distribution learning algorithm
,,0.60,2,302,Data-driven next destination prediction and ETA improvement for urban delivery fleets
,,0.59,9,87,IVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data
