cluster,min_cluster_size,min_samples,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase
#0,10,6,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,7,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,8,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,9,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,10,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,11,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,12,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,13,0.0,3,20,"pluvial flooding prediction, rockfall hazard assessment, support vector machine, comprehensive rockfall hazard, flood susceptibility map, urban pluvial flooding, urban pluvial flood, rockfall hazard, SVMs algorithm, support vector, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, burnt catchment, landslide, frequent natural disaster",11.0,"flood risk mapping, flood hazard determination, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood vulnerability, flood vulnerability",24.0,"flooding prediction, landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, flood susceptibility mapping, potential landslide, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, landslide worldwide, landslide inventory, historical landslide"
#0,10,14,0.0,3,22,"pluvial flooding prediction, rockfall hazard assessment, support vector machine, flood susceptibility mapping, comprehensive rockfall hazard, urban pluvial flooding, urban pluvial flood, rockfall hazard, SVMs algorithm, support vector, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, location problem model, location allocation model, landslide worldwide, burnt catchment, landslide, frequent natural disaster, historical landslide",12.0,"flooding prediction, flood risk mapping, flood hazard determination, flood risk map, urban flood susceptibility, urban flood risk, flood vulnerability map, flood susceptibility, realistic flood susceptibility, flood occurrence, pluvial flood vulnerability, flood vulnerability",21.0,"landslide susceptibility mapping, landslide susceptibility model, landslide susceptibility assessment, landslide susceptibility prediction, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, landslide susceptibility map, landslide susceptibility modeling, landslide risk management, landslide susceptibility simulation, landslide susceptibility, potential landslide runout, flood susceptibility map, potential landslide, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, landslide inventory"
#0,10,15,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,16,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,17,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,18,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,19,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
#0,10,20,0.0,1,55,"flooding prediction, flood risk mapping, landslide susceptibility mapping, flood hazard determination, landslide susceptibility model, pluvial flooding prediction, landslide susceptibility assessment, landslide susceptibility prediction, flood risk map, landslide susceptibility evaluation, landslide hazard, shallow landslide susceptibility, rockfall hazard assessment, landslide susceptibility map, urban flood susceptibility, landslide susceptibility modeling, urban flood risk, landslide risk management, landslide susceptibility simulation, flood vulnerability map, landslide susceptibility, support vector machine, potential landslide runout, flood susceptibility mapping, comprehensive rockfall hazard, flood susceptibility map, potential landslide, urban pluvial flooding, landslide risk, landslide data, high landslide risk, landslide susceptibility zone, landslide prevention, urban pluvial flood, rockfall hazard, SVMs algorithm, flood susceptibility, realistic flood susceptibility, support vector, flood occurrence, SVMs model, pluvial flood event, wildfire burnt area, rockfall kinematic model, rockfall probability, pluvial flood vulnerability, location problem model, flood vulnerability, location allocation model, landslide worldwide, landslide inventory, burnt catchment, landslide, frequent natural disaster, historical landslide",,,,
